log_A_GasCooler,probability density
-0.03453782707743742,8.59079494153254e-05
0.000326373472538867,0.0
0.03519057402251515,0.00014317991569220902
0.07005477457249143,0.0001145439325537672
0.10491897512246773,0.00022908786510753433
0.13978317567244403,0.0008018075278763707
0.17464737622242027,0.0008590794941532543
0.20951157677239657,0.0013458912075067643
0.24437577732237287,0.0018899748871371582
0.27923997787234917,0.003980401656243409
0.3141041784223254,0.005899012526519018
0.3489683789723017,0.008075347245040585
0.383832579522278,0.010681221710638787
0.4186967800722543,0.017009773984234453
0.45356098062223055,0.0233669622409685
0.48842518117220685,0.03164276136797818
0.5232893817221831,0.04281079479197048
0.5581535822721595,0.05773014200709865
0.5930177828221357,0.075513087536071
0.6278819833721121,0.09515737196904207
0.6627461839220883,0.12233291996742372
0.6976103844720645,0.15520702861035449
0.7324745850220409,0.1934933380664512
0.7673387855720171,0.231464651708025
0.8022029861219935,0.2810908104869446
0.8370671866719697,0.32733792325552813
0.8719313872219461,0.386900768183487
0.9067955877719223,0.44915539552646094
0.9416597883218986,0.5084891525893093
0.9765239888718749,0.5717460393421306
1.0113881894218513,0.6383819721052787
1.0462523899718275,0.7029847500656142
1.0811165905218036,0.7720261054123883
1.11598079107178,0.8261767495271815
1.1508449916217562,0.8867132178818585
1.1857091921717324,0.9415797615751015
1.2205733927217088,0.979407895300983
1.2554375932716852,1.0234500373679063
1.2903017938216614,1.0564386899434046
1.3251659943716376,1.0768847819042384
1.360030194921614,1.0969013341180092
1.3948943954715902,1.0945818194838095
1.4297585960215664,1.0840151417057104
1.4646227965715428,1.0593022882572354
1.4994869971215192,1.0387702883469727
1.5343511976714954,1.0061539035523004
1.5692153982214716,0.9660921631416076
1.604079598771448,0.9149482972563507
1.6389437993214242,0.8587644983387391
1.6738079998714004,0.803840682679197
1.7086722004213768,0.745938724773268
1.7435364009713532,0.6956539383821643
1.7784006015213294,0.6216585579524387
1.8132648020713056,0.561179361564042
1.848129002621282,0.5002133534622997
1.8829932031712582,0.4499858390374786
1.9178574037212344,0.40010195641030744
1.9527216042712108,0.344319061256623
1.987585804821187,0.3095549777265587
2.022450005371163,0.26201924571674157
2.0573142059211396,0.22774197390002682
2.092178406471116,0.1911165514659599
2.1270426070210924,0.1669191457139788
2.1619068075710683,0.14243538013060902
2.1967710081210448,0.11640527145776551
2.2316352086710207,0.09730507070442614
2.266499409220997,0.0805530205684365
2.3013636097709735,0.06488913779170889
2.33622781032095,0.054322460013623904
2.3710920108709264,0.04318306257277064
2.4059562114209023,0.03734132201252798
2.4408204119708787,0.029008250919241443
2.4756846125208547,0.0236246860892147
2.510548813070831,0.01858475305684866
2.5454130136208075,0.01400299575469799
2.580277214170784,0.011568937187930447
2.6151414147207603,0.009048970671747692
2.6500056152707363,0.0070730878351951
2.6848698158207127,0.006042192442211198
2.719734016370689,0.0044672133695969046
2.754598216920665,0.003064050195813301
2.7894624174706415,0.0026345104487366365
2.824326618020618,0.0020331548028293604
2.8591908185705943,0.0016036150557527556
2.8940550191205703,0.0009449874435685761
2.9289192196705467,0.0009736234267070178
2.963783420220523,0.0008304435110148093
2.998647620770499,0.0006586276121841676
3.0335118213204755,0.0005154476964919506
3.068376021870452,0.0005154476964919506
3.1032402224204283,0.00011454393255376826
3.1381044229704043,0.0002004518819690919
3.1729686235203807,8.59079494153251e-05
3.207832824070357,8.59079494153251e-05
3.242697024620333,0.00011454393255376826
3.2775612251703095,5.72719662768834e-05
3.312425425720286,0.0
3.3472896262702623,2.8635983138442065e-05
3.3821538268202382,0.0
3.4170180273702147,2.86359831384417e-05
