h_single_phase,h_evaporation,h_condensation,h_supercritical,f_single_phase,f_evaporation,f_condensation,f_supercritical,beta,phi,gamma,eta_is,Q,T3_prime,T5_prime,log_A_evap,log_A_GasCooler
0.6877431844718764,1.0070277922674766,0.9000368895574233,1.1359148589941017,0.9287936720261621,0.8625907063710093,1.0172986851277532,0.8300620266131616,58.33854675292969,1.2419998168945312,0.5823684692382813,0.6795333862304688,22260.055541992188,324.77216186523435,346.68988647460935,0.5080167714084917,0.9097983102234665
0.7097542521470892,0.8642580373445075,1.1138173468493375,1.0788200856381922,1.06559775170181,0.8156250302451643,0.9295697206924513,0.9866577412231904,37.94792175292969,1.1498123168945311,0.5089309692382813,0.7467208862304688,23431.930541992188,309.92841186523435,346.53363647460935,0.2981164984913003,1.4006925255505052
1.0099700131068052,1.071309088353328,0.9107889848003854,0.8739553681367188,0.8563168799201503,1.0417042516472124,1.1369299442177634,1.2709396355893936,52.94792175292969,1.2498123168945312,0.6089309692382814,0.6467208862304688,28431.930541992188,319.92841186523435,356.53363647460935,0.608035394156571,1.6957433946736016
1.1140623339206133,0.9745922410598202,0.7085513079985974,1.247268919220792,0.9693550838611663,0.9460325464519438,1.026205477518562,0.881395989073171,30.447921752929688,1.2998123168945312,0.4589309692382813,0.5967208862304688,20931.930541992188,324.92841186523435,351.53363647460935,0.5787149053075025,0.8830420927422603
0.9110079984710036,1.2244848982479926,1.0097860236379732,0.9812913091778372,1.2098162361190592,1.1617145062048262,0.7778953374779696,1.0850140386406064,45.44792175292969,1.1998123168945312,0.5589309692382813,0.6967208862304688,25931.930541992188,314.92841186523435,361.53363647460935,0.46119516148825634,1.7461933269782919
0.9625788271162782,0.924662947601269,0.9623894033485185,1.0285097065884017,0.9187655326460507,1.323579006002263,0.9790051531228953,1.1488985689500444,41.69792175292969,1.2748123168945311,0.4839309692382813,0.6217208862304688,24681.930541992188,317.42841186523435,354.03363647460935,0.5708294661228975,1.2791776808391797
1.1935191974106318,1.1304435154991053,1.1930979945202689,0.7844624490942002,1.1230883295373049,0.9941723906441112,1.2388479700216453,0.9379509589626105,56.69792175292969,1.174812316894531,0.5839309692382814,0.7217208862304688,29681.930541992188,327.42841186523435,344.03363647460935,0.7166103893720834,1.5696393553973182
1.058404736537347,0.7639041037204805,1.0582067387336438,1.140404301582294,1.0166000352871887,1.09397418476741,1.07623004805834,1.0339625561588626,34.19792175292969,1.1248123168945312,0.5339309692382813,0.6717208862304688,22181.930541992188,322.42841186523435,359.03363647460935,0.04115458556452591,1.4832410986016134
0.8454948134320952,1.0217888802078718,0.8451824182928129,0.9320901673062338,0.7441897251405571,0.8913862351218488,0.8706998953156955,0.7984809327640043,49.19792175292969,1.224812316894531,0.6339309692382813,0.5717208862304688,27181.930541992188,312.42841186523435,349.03363647460935,0.3811276842719691,1.378302863329225
0.8811055900042294,0.9982128146790993,1.0335565339615231,0.6654867453739844,0.889942024672035,0.8580590613141466,0.902033911371733,1.0101827696488805,43.57292175292969,1.1373123168945312,0.6464309692382814,0.5842208862304688,27806.930541992188,321.17841186523435,345.28363647460935,0.3030708604110758,1.9522089805622975
1.084764894784511,1.388993672926334,0.7975005747337177,1.0048401821983628,1.0926305707159838,1.066818327312669,1.104427777313409,0.7111222821927352,58.57292175292969,1.237312316894531,0.5464309692382814,0.6842208862304688,22806.930541992188,311.17841186523435,355.28363647460935,0.4330724400962748,1.1555500644821217
1.2698618115154705,0.8965714474453891,0.9375194732434105,0.9048220134265976,1.3130626812259132,0.9704848585735177,1.0025732679539943,1.1143459800716484,36.07292175292969,1.287312316894531,0.5964309692382813,0.7342208862304688,25306.930541992188,316.17841186523435,350.28363647460935,0.8905092388985288,1.3465247562680314
0.9864446092499608,1.0989410115381677,1.1482520336160316,1.1073351309830177,0.9930641026941275,1.212802889715474,0.6301943058465287,0.9112609967833849,51.07292175292969,1.1873123168945312,0.49643096923828134,0.6342208862304688,20306.930541992188,326.17841186523435,360.28363647460935,0.1538380207475758,1.185924620118275
0.9377196466339712,0.8239369750666016,0.8808540742252258,0.8365096817202856,1.1597484873716424,1.1246454937792176,0.9549036278022899,0.8458551869806571,39.82292175292969,1.2623123168945312,0.5714309692382813,0.6592208862304688,29056.930541992188,323.67841186523435,357.78363647460935,0.8460572447529153,1.984245942455453
1.1485515329241989,1.045919389954628,1.0845496074628733,1.052915990827471,0.9448495390802015,0.9200447601757884,1.1776379733110243,1.0586337984472813,54.82292175292969,1.162312316894531,0.4714309692382813,0.5592208862304688,24056.930541992188,313.67841186523435,347.78363647460935,0.18791369780569092,0.9169584568038875
1.0337448033594316,0.9503200703416208,1.2689407471306184,0.9572690764297783,0.813245003730367,1.017714587841009,1.050511008105041,0.962797774001446,32.32292175292969,1.112312316894531,0.6214309692382813,0.6092208862304688,26556.930541992188,308.67841186523435,362.78363647460935,-0.07886217066948957,2.048915155397703
0.7979563067705496,1.1691338445339452,0.9862602568382887,1.1822923518771584,1.040554549260115,0.7488074483014895,0.8323421880668094,1.1940081232683206,47.32292175292969,1.2123123168945311,0.5214309692382814,0.7092208862304688,21556.930541992188,318.67841186523435,352.78363647460935,0.36242900525450156,1.033588702845472
0.8239369750666016,0.9377196466339712,0.8235708438069378,1.1597889554715812,1.1822443360989203,0.9061444663730163,1.1558473778964906,1.071546850070533,46.38542175292969,1.1685623168945312,0.4776809692382813,0.5779708862304688,25619.430541992188,313.05341186523435,360.90863647460935,0.25151502727193026,1.4687744416838227
1.045919389954628,1.1485515329241989,1.0457270293689693,0.9448740919565501,0.9572451766907375,1.1087405695858608,0.9424422319670115,0.8645774210835255,31.385421752929688,1.2685623168945312,0.5776809692382814,0.6779708862304688,20619.430541992188,323.05341186523435,350.90863647460935,0.4861031724186576,1.3205142772285658
1.1691338445339452,0.7979563067705496,1.1687876142833649,1.040578352894862,0.8364681108674996,0.6774130647161111,0.8082734967605805,1.2251375241350613,53.88542175292969,1.2185623168945312,0.5276809692382813,0.7279708862304688,28119.430541992188,328.05341186523435,355.90863647460935,0.5843180689565791,1.3460758605145067
0.9503200703416208,1.0337448033594316,0.9501260872278363,0.8132948087543889,1.0528915693161365,1.005925216917107,1.0382325666288788,0.9748075591766876,38.88542175292969,1.1185623168945311,0.6276809692382813,0.6279708862304688,23119.430541992188,318.05341186523435,345.90863647460935,0.13783812675543028,1.5980432125561816
0.9982128146790993,0.8811055900042294,1.0987129194396743,1.3132655665585522,0.6652103118423485,1.0540715204891162,1.2955333877685187,0.7646338957983267,50.13542175292969,1.2435623168945311,0.5026809692382813,0.6529708862304688,26869.430541992188,315.55341186523435,348.40863647460935,0.44476802980661223,0.7580892905858919
1.388993672926334,1.084764894784511,0.8963384639952678,0.9930870760264408,1.0048172214372415,0.8384597815413273,0.990817589888683,1.0220034309932131,35.13542175292969,1.143562316894531,0.6026809692382813,0.5529708862304688,21869.430541992188,325.55341186523435,358.40863647460935,0.05322913615207619,1.4167394015316508
1.0989410115381677,0.9864446092499608,0.9980292093248704,1.0926583419797342,1.1073054882699083,1.1845827465008896,0.886984394559585,0.9249036630606133,57.63542175292969,1.193562316894531,0.4526809692382813,0.6029708862304688,29369.430541992188,320.55341186523435,343.40863647460935,0.668706068171296,0.8806838866889144
0.8965714474453891,1.2698618115154705,1.383922500696135,0.8899720597968773,0.9047939452702383,0.9583971149452044,1.0899309950999607,1.1307536214717109,42.63542175292969,1.2935623168945312,0.5526809692382814,0.7029708862304688,24369.430541992188,310.55341186523435,353.40863647460935,0.5990232587495622,1.5022260866503787
0.8642580373445075,0.7097542521470892,0.9244546047069981,0.969378516309806,0.9812681808932029,0.9823836235740351,1.1199735765890042,0.9505442598137338,52.01042175292969,1.1560623168945312,0.5651809692382813,0.7404708862304688,21244.430541992188,319.30341186523435,359.65863647460935,0.08529784765735877,1.5525122103406153
1.071309088353328,1.0099700131068052,1.130175764652728,1.2098772950149996,1.2471796651120282,1.251589805936029,0.916155585568217,1.1695352999298951,37.01042175292969,1.256062316894531,0.46518096923828134,0.6404708862304688,26244.430541992188,309.30341186523435,349.65863647460935,0.714545380161524,1.0800897809249264
1.2244848982479926,0.9110079984710036,1.0216033587293494,0.8563531838816973,1.0787937405896226,0.8754922040724868,0.7340123583472418,0.8243590109804936,59.51042175292969,1.206062316894531,0.6151809692382814,0.5904708862304688,23744.430541992188,314.30341186523435,354.65863647460935,0.3439378902114318,1.4200005607188586
0.9745922410598202,1.1140623339206133,0.763268394352401,1.0656230043003185,0.8739226996771994,1.080067683288478,1.0143447968143047,1.0461419010815898,44.51042175292969,1.1060623168945312,0.5151809692382813,0.6904708862304688,28744.430541992188,324.30341186523435,344.65863647460935,0.29015499467898676,1.281036634892768
