log_A_evap,cumulative probability
0.0216978615562166,1.9967413181687485e-06
0.03987416387168664,1.9967413181687485e-06
0.058050466187156674,2.9951119772531227e-06
0.07622676850262672,3.993482636337497e-06
0.09440307081809676,5.9902239545062455e-06
0.1125793731335668,8.985335931759369e-06
0.13075567544903682,1.397718922718124e-05
0.1489319777645069,2.6956007795278106e-05
0.1671082800799769,4.7921791636049964e-05
0.18528458239544698,7.986965272674995e-05
0.203460884710917,0.00011381425513561866
0.22163718702638704,0.00017671160665793425
0.2398134893418571,0.00027954378454362477
0.2579897916573271,0.0003993482636337497
0.2761660939727972,0.0005920338008370339
0.2943423962882672,0.0008416264656081274
0.31251869860373727,0.0012100252388102615
0.3306950009192073,0.0017201926456023768
0.3488713032346773,0.0023381840835756044
0.36704760555014737,0.0031418724641385258
0.38522390786561744,0.004198148621449794
0.40340021018108746,0.005601857768122424
0.4215765124965575,0.007374964058656273
0.43975281481202755,0.00958335995655091
0.45792911712749756,0.01219909108335197
0.4761054194429676,0.0153279847289224
0.49428172175843765,0.019153741094533723
0.5124580240739076,0.023700321076003963
0.5306343263893778,0.0290585764033098
0.5488106287048478,0.03527742723874637
0.5669869310203178,0.04232093223858663
0.5851632333357879,0.05045365962748794
0.6033395356512579,0.0595607967796556
0.6215158379667279,0.06966131273761222
0.639692140282198,0.08096686208108368
0.657868442597668,0.09348343503402448
0.6760447449131382,0.10683863934059616
0.6942210472286081,0.12151668477045463
0.7123973495440781,0.13745167886010032
0.7305736518595483,0.15404759432605988
0.7487499541750182,0.17203324174946488
0.7669262564904882,0.1912049535158621
0.7851025588059584,0.21120131944666304
0.8032788611214283,0.23243766173604677
0.8214551634368984,0.25426603782626755
0.8396314657523685,0.2771237340660043
0.8578077680678384,0.3009208970959395
0.8759840703833085,0.32518030574103074
0.8941603726987786,0.3501186064342993
0.9123366750142485,0.37568787738410925
0.9305129773297187,0.4015806204274625
0.9486892796451887,0.42793760582729
0.9668655819606586,0.4544732995750936
0.9850418842761288,0.48100799495223806
1.003218186591599,0.5076894508162679
1.021394488907069,0.534491709530047
1.039570791222539,0.5611182550078273
1.0577470935380089,0.5878296619916298
1.0759233958534788,0.6137863007571644
1.094099698168949,0.6397129884029266
1.1122760004844192,0.6651644516149645
1.1304523027998892,0.6896474952876906
1.1486286051153591,0.7140596546436218
1.166804907430829,0.7375872575956042
1.184981209746299,0.7604419587233636
1.2031575120617692,0.7827974745215809
1.2213338143772394,0.8038730791348521
1.2395101166927094,0.8239283489345389
1.2576864190081793,0.8426817433947799
1.2758627213236493,0.8606723826714803
1.2940390236391195,0.8775817865243923
1.3122153259545897,0.893397974505607
1.3303916282700596,0.9076317449921729
1.3485679305855296,0.9207383550046326
1.3667442329009996,0.9325940065812596
1.3849205352164695,0.9433614341394846
1.4030968375319397,0.9531334861506024
1.4212731398474099,0.9616645634324784
1.4394494421628798,0.9689826203635669
1.4576257444783498,0.9754241078559792
1.4758020467938198,0.9808911855851252
1.4939783491092897,0.985336930130028
1.51215465142476,0.9889510319159134
1.53033095374023,0.9919241797386666
1.5485072560557,0.9942413980384015
1.56668355837117,0.9960504456726624
1.58485986068664,0.9973563144947448
1.6030361630021102,0.9982508546052844
1.6212124653175803,0.9988598607073259
1.6393887676330503,0.9993260998051183
1.6575650699485203,0.9996126321842755
1.6757413722639902,0.9998003258681833
1.6939176745794602,0.99989117759816
1.7120939768949304,0.9999510798377051
1.7302702792104006,0.9999770374748413
1.7484465815258705,0.9999930114053867
1.7666228838413405,0.999997004888023
1.7847991861568104,0.999998003258682
1.8029754884722806,0.9999990016293411
1.8211517907877508,1.0000000000000002
