log_A_evap,probability density
0.0216978615562166,0.00010985409922838383
0.03987416387168664,0.0
0.058050466187156674,5.492704961419192e-05
0.07622676850262672,5.49270496141919e-05
0.09440307081809676,0.0001098540992283838
0.1125793731335668,0.00016478114884257584
0.13075567544903682,0.0002746352480709595
0.1489319777645069,0.0007140516449844947
0.1671082800799769,0.00115346804189803
0.18528458239544698,0.001757665587654141
0.203460884710917,0.0018675196868825246
0.22163718702638704,0.003460404125694095
0.2398134893418571,0.005657486110261766
0.2579897916573271,0.006591245953703028
0.2761660939727972,0.01060092057553902
0.2943423962882672,0.013731762403547997
0.31251869860373727,0.020268081307636843
0.3306950009192073,0.028067722352852018
0.3488713032346773,0.03399984371118484
0.36704760555014737,0.04421627493942442
0.38522390786561744,0.05811281849181513
0.40340021018108746,0.0772274317575537
0.4215765124965575,0.09755044011480497
0.43975281481202755,0.12149863374659267
0.45792911712749756,0.14390886998918256
0.4761054194429676,0.17214137349087769
0.49428172175843765,0.2104804541215837
0.5124580240739076,0.25013778394302955
0.5306343263893778,0.2947934752793675
0.5488106287048478,0.34214059204680086
0.5669869310203178,0.38751033502812565
0.5851632333357879,0.4474357461572066
0.6033395356512579,0.5010445465806578
0.6215158379667279,0.555696960946782
0.639692140282198,0.6219939098311082
0.657868442597668,0.6886204210131228
0.6760447449131382,0.734759142689044
0.6942210472286081,0.807537483427853
0.7123973495440781,0.8766906388921156
0.7305736518595483,0.9130523457367107
0.7487499541750182,0.9895107987996716
0.7669262564904882,1.0547641337413256
0.7851025588059584,1.1001338767226478
0.8032788611214283,1.1683532723434742
0.8214551634368984,1.2009250127646973
0.8396314657523685,1.2575548009169217
0.8578077680678384,1.3092411546038762
0.8759840703833085,1.3346723785752552
0.8941603726987786,1.3720227723128975
0.9123366750142485,1.4067366676690667
0.9305129773297187,1.424533031744065
0.9486892796451887,1.450074109814673
0.9668655819606586,1.4599060516956044
0.9850418842761288,1.4598511246459902
1.003218186591599,1.4679254009392673
1.021394488907069,1.4745715739426026
1.039570791222539,1.464904413210505
1.0577470935380089,1.469573212427711
1.0759233958534788,1.4280483629193819
1.094099698168949,1.4264005514309213
1.1122760004844192,1.4002552758146005
1.1304523027998892,1.3469760376888342
1.1486286051153591,1.3430762171662265
1.166804907430829,1.2944108512080523
1.184981209746299,1.257390019768087
1.2031575120617692,1.2299264949609607
1.2213338143772394,1.1595100173555963
1.2395101166927094,1.103374572649892
1.2576864190081793,1.0317496999529854
1.2758627213236493,0.9897854340477427
1.2940390236391195,0.9302994393155498
1.3122153259545897,0.870154319988032
1.3303916282700596,0.7830949463495376
1.3485679305855296,0.7210823073351146
1.3667442329009996,0.6522587141685318
1.3849205352164695,0.5923882300890625
1.4030968375319397,0.5376259616236997
1.4212731398474099,0.469351638953272
1.4394494421628798,0.40261527367202854
1.4576257444783498,0.3543893241107678
1.4758020467938198,0.3007805236873163
1.4939783491092897,0.24459015193199768
1.51215465142476,0.19883591960337077
1.53033095374023,0.16357275375106423
1.5485072560557,0.12748568215453998
1.56668355837117,0.09952781390091618
1.58485986068664,0.07184458089536334
1.6030361630021102,0.049214636454314974
1.6212124653175803,0.03350550026465721
1.6393887676330503,0.025650932169827736
1.6575650699485203,0.015764063239273148
1.6757413722639902,0.010326285327468125
1.6939176745794602,0.004998361514891487
1.7120939768949304,0.003295622976851449
1.7302702792104006,0.001428103289968996
1.7484465815258705,0.0008788327938270746
1.7666228838413405,0.00021970819845676864
1.7847991861568104,5.492704961419216e-05
1.8029754884722806,5.492704961419081e-05
1.8211517907877508,5.4927049614192825e-05
