log_A_evap_LT,cumulative probability
-3.0496129381855988,1.99545037314922e-06
-2.9880331429290425,2.99317555972383e-06
-2.926453347672486,2.99317555972383e-06
-2.8648735524159292,6.9840763060222685e-06
-2.803293757159373,1.2970427425469927e-05
-2.741713961902817,1.5963602985193758e-05
-2.68013416664626,3.092948078381291e-05
-2.6185543713897035,5.287943488845433e-05
-2.5569745761331473,7.882028973939419e-05
-2.4953947808765906,0.0001326974498144231
-2.4338149856200344,0.00020852456399409348
-2.3722351903634777,0.0003302470367561959
-2.310655395106921,0.0004769126391826635
-2.249075599850365,0.000726343935826316
-2.187495804593808,0.001035638743664445
-2.125916009337252,0.0014846150776230195
-2.0643362140806953,0.002130143273336792
-2.002756418824139,0.0029881869337909568
-1.9411766235675825,0.004113620944247116
-1.8795968283110263,0.005639142754519695
-1.8180170330544696,0.007577722792034162
-1.756437237797913,0.01001416769764936
-1.6948574425413567,0.013188929241329767
-1.6332776472848,0.01724567984994213
-1.5716978520282439,0.022116574210799378
-1.5101180567716872,0.028077982200582673
-1.448538261515131,0.03521969908608373
-1.3869584662585743,0.043768208484654986
-1.3253786710020177,0.054069721036037834
-1.2637988757454615,0.06589974857325298
-1.2022190804889048,0.079573572255258
-1.1406392852323486,0.09541345731731651
-1.079059489975792,0.11343935826315998
-1.0174796947192355,0.1339276449694696
-0.9558998994626791,0.1564842159875484
-0.8943201042061226,0.18206888294688112
-0.8327403089495662,0.2098515384922377
-0.7711605136930098,0.2404238336592569
-0.7095807184364533,0.2731292652751726
-0.6480009231798969,0.308150417049128
-0.5864211279233404,0.3456479227361616
-0.5248413326667838,0.3847777068284312
-0.46326153741022735,0.4254529672347049
-0.4016817421536709,0.46716685956020276
-0.3401019468971145,0.5094704074709662
-0.27852215164055805,0.5518298279921778
-0.2169423563840016,0.5936534700881989
-0.15536256112744518,0.6345372550584667
-0.09378276587088852,0.6741409586143593
-0.03220297061433208,0.7111805084407551
0.029376824642224353,0.7454234345691823
0.09095661989878079,0.7771052001436725
0.15253641515533722,0.806131021271501
0.21411621041189366,0.83226144390789
0.2756960056684501,0.8555453565869817
0.33727580092500675,0.8761833020712775
0.3988555961815632,0.8946162748932434
0.4604353914381196,0.9104242327493315
0.5220151866946761,0.9242646765374944
0.5835949819512325,0.9361276290058665
0.6451747772077889,0.9466227002434449
0.7067545724643454,0.955363770603025
0.7683343677209018,0.9629065730135291
0.8299141629774582,0.9694267071077942
0.8914939582340149,0.974753561878916
0.9530737534905716,0.9792702637985393
1.0146535487471278,0.9830456559045376
1.076233344003684,0.9862513469290018
1.1378131392602406,0.9888394460629764
1.1993929345167973,0.9909775711378057
1.2609727297733535,0.9928582831144989
1.3225525250299097,0.9943428981921218
1.3841323202864664,0.9955421638663845
1.445712115543023,0.9964969868699364
1.5072919107995797,0.9972233308057626
1.568871706056136,0.9978189727421477
1.6304515013126921,0.9982928922057707
1.6920312965692488,0.9986640459751764
1.7536110918258054,0.9989483976533502
1.8151908870823616,0.9991988266751805
1.8767706823389179,0.999394380811749
1.9383504775954745,0.9995171010096977
1.9999302728520312,0.999640818932833
2.061510068108588,0.9997166460470126
2.123089863365144,0.9997884822604459
2.1846696586217003,0.999835375344215
2.246249453878257,0.9998712934509316
2.3078292491348136,0.9999092070080214
2.3694090443913702,0.9999311569621261
2.4309888396479264,0.9999421319391784
2.4925686349044827,0.9999590932673501
2.5541484301610393,0.9999720636947755
2.615728225417596,0.9999790477710816
2.677308020674152,0.9999850341222011
2.7388878159307084,0.999990022748134
2.800467611187265,0.9999930159236937
2.8620474064438217,0.9999960090992535
2.9236272017003784,0.9999990022748132
2.9852069969569346,0.9999990022748132
3.046786792213491,0.9999999999999998
