log_A_GasCooler,probability density
-3.233810710387856,1.8043765988073195e-05
-3.123221248383738,2.7065648982109906e-05
-3.01263178637962,5.4131297964219596e-05
-2.9020423243755022,9.021882994036598e-05
-2.7914528623713837,0.00010826259592843919
-2.680863400367266,0.00014435012790458616
-2.5702739383631483,0.00016239389389265877
-2.4596844763590298,0.0002887002558091711
-2.349095014354912,0.0004150066177256852
-2.2385055523507944,0.0007397944055110012
-2.127916090346676,0.0010284946613201723
-2.017326628342558,0.001389369981081639
-1.90673716633844,0.0027877618451573093
-1.796147704334322,0.0036538626125848296
-1.685558242330204,0.00544019544540407
-1.5749687803260861,0.007740775608883417
-1.464379318321968,0.011782579190211823
-1.35378985631785,0.01715962145465761
-1.243200394313732,0.023980164998149277
-1.132610932309614,0.032190078522722716
-1.0220214703054962,0.04506430555521281
-0.911432008301378,0.060482703592021354
-0.8008425462972599,0.08037595559387205
-0.690253084293142,0.10263294094016076
-0.5796636222890241,0.13078121588155456
-0.469074160284906,0.159001665886901
-0.3584846982807881,0.1898204181945308
-0.2478952362766702,0.22051286414024254
-0.13730577427255208,0.2524683737051202
-0.02671631226843396,0.2780814995251901
0.08387314973568394,0.3055260675930506
0.19446261173980184,0.331563221913839
0.30505207374391996,0.3480913115589141
0.41564153574803786,0.36277893707320713
0.5262309977521558,0.37382172185790646
0.6368204597562739,0.37988442722989907
0.7474099217603918,0.3835202460764974
0.8579993837645099,0.384684068982725
0.968588845768628,0.3777913503752841
1.0791783077727457,0.36967165568065113
1.1897677697768638,0.36075803528254
1.300357231780982,0.3470898825465774
1.4109466937850996,0.3294160137612596
1.5215361557892177,0.30939645539748983
1.6321256177933359,0.29057680747193193
1.742715079797454,0.2687618943923492
1.8533045418015721,0.24781308208019828
1.9638940038056898,0.22462684278552414
2.074483465809808,0.2034254177495364
2.185072927813926,0.17850697692000886
2.2956623898180437,0.15938960685564524
2.406251851822162,0.1411112719097259
2.51684131382628,0.1224179303460831
2.6274307758303976,0.10568233739214514
2.7380202378345158,0.09058872714312113
2.848609699838634,0.07682133369422195
2.9591991618427516,0.06350503439502388
3.0697886238468697,0.053472700505654704
3.180378085850988,0.04420722667077951
3.290967547855106,0.03520338744273067
3.401557009859224,0.030060914136130067
3.5121464718633417,0.02402527441311956
3.62273593386746,0.018774538510590088
3.733325395871578,0.015472529334772828
3.8439148578756956,0.012107366977997164
3.9545043198798138,0.009536130324696647
4.065093781883932,0.007425009704092151
4.17568324388805,0.006035639723010509
4.286272705892168,0.004510941497018281
4.396862167896286,0.003401249888751811
4.5074516299004035,0.0028960244410857366
4.618041091904522,0.0024088427594077815
4.72863055390864,0.0016510045879087041
4.839220015912757,0.0012269760871889824
4.949809477916875,0.001064582193296323
5.060398939920994,0.0008209913524573206
5.170988401925112,0.0006134880435944912
5.28157786392923,0.0004330503837137585
5.392167325933348,0.0004150066177256852
5.502756787937465,0.00024359084083898916
5.613346249941584,0.00023456895784494875
5.723935711945702,0.0001263063619165129
5.83452517394982,0.00010826259592843963
5.945114635953938,9.021882994036636e-05
6.055704097958055,1.804376598807327e-05
6.166293559962173,1.804376598807327e-05
6.276883021966292,6.315318095825543e-05
6.38747248397041,6.315318095825645e-05
6.498061945974528,1.804376598807327e-05
6.608651407978646,1.804376598807327e-05
6.719240869982763,0.0
6.829830331986882,1.8043765988072982e-05
6.940419793991,0.0
7.051009255995118,9.021882994036635e-06
7.161598717999236,9.021882994036635e-06
7.272188180003353,0.0
7.382777642007471,0.0
7.49336710401159,0.0
7.603956566015708,0.0
7.714546028019826,9.021882994036635e-06
