log_A_evap,probability density
-1.5094366201685159,3.1436419255876464e-05
-1.445829500289311,1.5718209627938232e-05
-1.382222380410106,1.5718209627938232e-05
-1.3186152605309012,3.143641925587657e-05
-1.2550081406516962,1.5718209627938232e-05
-1.1914010207724912,4.715462888381469e-05
-1.1277939008932862,6.287283851175293e-05
-1.0641867810140813,9.430925776762972e-05
-1.0005796611348765,9.430925776762923e-05
-0.9369725412556715,9.430925776762956e-05
-0.8733654213764666,0.00022005493479113522
-0.8097583014972616,0.0003300824021867028
-0.7461511816180566,0.00028292777330288867
-0.6825440617388517,0.000675883014001344
-0.6189369418596469,0.0010688382546998017
-0.5553298219804419,0.0013832024472585644
-0.4917227021012369,0.0020590854612599083
-0.42811558222203194,0.002907868781168573
-0.3645084623428271,0.005108418129079943
-0.3009013424636222,0.007623331669550043
-0.23729422258441724,0.012495976654210894
-0.17368710270521226,0.020166462952644754
-0.11007998282600728,0.031593601352155845
-0.04647286294680231,0.05054976216344935
0.01713425693240256,0.08215908172523342
0.08074137681160742,0.12777332606550987
0.1443484966908124,0.1972635308306248
0.20795561657001738,0.2898752219584369
0.27156273644922235,0.39839374122972243
0.3351698563284272,0.510904685746506
0.3987769762076321,0.6410357432562048
0.46238409608683706,0.7473222767603231
0.525991215966042,0.8404998234347411
0.589598335845247,0.9172046864190796
0.653205455724452,0.9604769175247936
0.716812575603657,0.9803132980752516
0.7804196954828619,0.959093715077535
0.8440268153620667,0.9247337088308685
0.9076339352412715,0.8580885000084039
0.9712410551204764,0.7759765729120546
1.0348481749996814,0.6924185705299349
1.0984552948788864,0.6111082721246105
1.1620624147580914,0.5361952850378569
1.2256695346372963,0.4740297659593612
1.2892766545165013,0.41683120112329397
1.3528837743957063,0.36637574821761226
1.4164908942749113,0.32057288536180023
1.4800980141541162,0.28074294216460477
1.543705134033321,0.24976235098794025
1.6073122539125257,0.21974057059857646
1.6709193737917307,0.18979738125735415
1.7345264936709357,0.1669588226679599
1.7981336135501407,0.1467294868768034
1.8617407334293457,0.12516410326727212
1.9253478533085506,0.10369302891550851
1.9889549731877556,0.08885503902673482
2.0525620930669604,0.07381271241279794
2.116169212946166,0.060829471260120956
2.1797763328253703,0.05034542543828651
2.243383452704575,0.040725881145987956
2.3069905725837803,0.03341691366899668
2.370597692462985,0.026453746803820042
2.43420481234219,0.021471074351763472
2.497811932221395,0.017667267621802697
2.5614190521005997,0.013187577877840268
2.6250261719798047,0.010091090581136275
2.6886332918590097,0.007921977652480924
2.7522404117382147,0.006916012236292774
2.8158475316174196,0.005155572757963776
2.8794546514966246,0.0034265696988905105
2.9430617713758296,0.0026563774271215796
3.0066688912550346,0.0022791403960510277
3.0702760111342395,0.001933339784236416
3.1338831310134445,0.0015089481242820597
3.1974902508926495,0.0010374018354439305
3.261097370771854,0.000833065110280732
3.324704490651059,0.0005972919658616486
3.388311610530264,0.000550137336977842
3.451918730409469,0.0002986459829308243
3.515525850288674,0.00033008240218670515
3.579132970167879,0.00020433672516319558
3.642740090047084,0.00020433672516319843
3.706347209926289,0.00012574567702350496
3.769954329805494,0.00011002746739556838
3.833561449684699,6.287283851175248e-05
3.897168569563904,4.715462888381503e-05
3.9607756894431083,3.143641925587668e-05
4.024382809322313,7.859104813969116e-05
4.087989929201518,1.571820962793834e-05
4.151597049080723,1.5718209627937903e-05
4.215204168959929,0.0
4.278811288839133,1.571820962793834e-05
4.342418408718338,3.143641925587668e-05
4.406025528597543,1.5718209627937903e-05
4.469632648476749,1.571820962793834e-05
4.533239768355953,0.0
4.596846888235158,0.0
4.660454008114362,1.571820962793834e-05
4.724061127993568,0.0
4.787668247872773,1.571820962793834e-05
