log_A_evap,cumulative probability
-2.0056823551764347,9.988812529966436e-07
-1.9187242457677982,2.9966437589899307e-06
-1.8317661363591613,4.994406264983218e-06
-1.7448080269505244,6.992168770976505e-06
-1.657849917541888,7.991050023973149e-06
-1.570891808133251,8.989931276969792e-06
-1.4839336987246146,1.1986575035959723e-05
-1.3969755893159777,1.897874380693623e-05
-1.310017479907341,2.397315007191945e-05
-1.2230593704987043,3.296308134888924e-05
-1.1361012610900674,4.095413137286239e-05
-1.049143151681431,6.292951893878855e-05
-0.9621850422727941,8.89004315167013e-05
-0.8752269328641573,0.00013285120664855362
-0.7882688234555205,0.00018579191305737573
-0.7013107140468838,0.00026570241329710724
-0.6143526046382471,0.0004015502637046508
-0.5273944952296105,0.0006053220393159661
-0.44043638582097366,0.0009289595652868788
-0.35347827641233687,0.0015003196420009589
-0.2665201670037002,0.0024242848010228545
-0.1795620575950635,0.0040994086622982255
-0.0926039481864267,0.007042112833626338
-0.005645838777790013,0.012402109637206327
0.08131227063084667,0.021968395397155185
0.16827038003948336,0.03888444941665335
0.25522848944812004,0.06699296787597891
0.34218659885675695,0.1100067923925204
0.42914470826539364,0.16967396515902192
0.5161028176740303,0.24457707367748124
0.603060927082667,0.3298665494645997
0.6900190364913037,0.4197368946779607
0.7769771458999406,0.5072738532843216
0.8639352553085773,0.5880054339140164
0.950893364717214,0.6576863912418093
1.0378514741258507,0.7146535879814608
1.1248095835344873,0.7612064487773694
1.2117676929431243,0.8001817963880454
1.298725802351761,0.8329201294550104
1.3856839117603976,0.8608498481700495
1.4726420211690343,0.8848509669170529
1.559600130577671,0.905368986734857
1.646558239986308,0.9233868067764105
1.7335163493949446,0.9385757951094774
1.8204744588035813,0.9512805657663417
1.9074325682122182,0.9621314128176442
1.9943906776208546,0.9710254514943264
2.081348787029491,0.9780316046028449
2.168306896438128,0.9835694022694583
2.255265005846765,0.9877337382132013
2.342223115255402,0.9909571280166215
2.4291812246640383,0.9933924005114273
2.5161393340726748,0.9951963800543392
2.6030974434813117,0.9965178999520538
2.6900555528899486,0.9974578472111236
2.7770136622985855,0.998223989132172
2.863971771707222,0.9987434073837302
2.9509298811158584,0.9991079990410741
3.0378879905244953,0.9993477305417933
3.1248460999331322,0.9995365190986096
3.211804209341769,0.9996563848489692
3.2987623187504056,0.9997592696180279
3.385720428159042,0.9998231980182196
3.472678537567679,0.9998651510308455
3.559636646976316,0.9999041073997124
3.646594756384953,0.9999330749560492
3.7335528657935892,0.9999520536998562
3.8205109752022257,0.9999640402748922
3.9074690846108626,0.9999730302061691
3.9944271940194995,0.9999830190186991
4.081385303428137,0.9999910100687232
4.168343412836773,0.9999940067124822
4.255301522245409,0.9999950055937352
4.342259631654047,0.9999970033562412
4.429217741062683,0.9999970033562412
4.5161758504713205,0.9999980022374942
4.6031339598799565,0.9999980022374942
4.690092069288593,0.9999980022374942
4.77705017869723,0.9999990011187473
4.864008288105866,0.9999990011187473
4.950966397514504,0.9999990011187473
5.03792450692314,0.9999990011187473
5.124882616331776,0.9999990011187473
5.211840725740414,0.9999990011187473
5.29879883514905,0.9999990011187473
5.385756944557688,0.9999990011187473
5.472715053966324,0.9999990011187473
5.55967316337496,0.9999990011187473
5.646631272783598,0.9999990011187473
5.733589382192234,0.9999990011187473
5.8205474916008715,0.9999990011187473
5.9075056010095075,0.9999990011187473
5.994463710418144,0.9999990011187473
6.08142181982678,0.9999990011187473
6.168379929235417,0.9999990011187473
6.255338038644054,0.9999990011187473
6.342296148052691,0.9999990011187473
6.429254257461328,0.9999990011187473
6.516212366869964,0.9999990011187473
6.603170476278601,1.0000000000000002
