name,First-order Sobol indices,Total-order Sobol indices  
beta,0.338807,0.456044  
phi,0.176135,0.232336  
h_evaporation,0.127865,0.211427  
T1_prime,0.011888,0.073253  
Q,0.052303,0.073137  
f_single_phase,0.005357,0.039785  
h_single_phase,0.015279,0.037828  
eta_is,0.002507,0.029554  
f_evaporation,0.006526,0.024835  
T4_prime,0.003455,0.024043  
gamma,0.000419,0.023568  
h_condensation,0.000103,0.021022  
f_condensation,0.000184,0.012340  
