log_A_cond,probability density
0.04370380937802815,3.1503014018175014e-05
0.07541129147546681,3.1503014018175014e-05
0.10711877357290547,0.0
0.13882625567034415,3.150301401817501e-05
0.17053373776778283,0.00018901808410905005
0.20224121986522148,0.0005040482242908006
0.23394870196266015,0.0012286175467088253
0.26565618406009883,0.0021422049532359004
0.2973636661575375,0.004347415934508151
0.3290711482549762,0.006993669112034852
0.36077863035241486,0.013735314111924303
0.39248611244985354,0.022556158037013347
0.42419359454729216,0.03846518011619169
0.45590107664473084,0.059572199508368937
0.4876085587421695,0.09016162612001687
0.5193160408396083,0.12812275801191775
0.5510235229370468,0.18586778270723253
0.5827310050344856,0.2560880009537447
0.6144384871319242,0.33229379186371
0.646145969229363,0.43581269592743305
0.6778534513268015,0.5380084734023928
0.7095609334242403,0.6615947973956934
0.7412684155216789,0.7853071334450666
0.7729758976191176,0.9261571091203303
0.8046833797165562,1.0483257974828097
0.8363908618139948,1.1680372507518748
0.8680983439114336,1.2748954743015244
0.8998058260088722,1.359953612150597
0.9315133081063109,1.4406643340651613
0.9632207902037495,1.4833194150457703
0.9949282723011883,1.5274866406992462
1.0266357543986269,1.5061275971949344
1.0583432364960657,1.4783419388309038
1.0900507185935042,1.4473744760510274
1.1217582006909428,1.3811866435988516
1.1534656827883816,1.2958449786236061
1.1851731648858204,1.202785075213926
1.216880646983259,1.0997702193744856
1.2485881290806975,0.9925024566426071
1.2802956111781363,0.8987179839104935
1.312003093275575,0.8020352338887203
1.3437105753730136,0.7068961315538266
1.3754180574704522,0.6428820070688996
1.407125539567891,0.5636519268131852
1.4388330216653298,0.49777912450118506
1.4705405037627683,0.4358757019554679
1.502247985860207,0.39000731354500795
1.5339554679576457,0.34168169004112736
1.5656629500550843,0.2982075306960436
1.5973704321525228,0.2612859982667444
1.6290779142499616,0.2250260291318233
1.6607853963474004,0.1947516326603586
1.692492878444839,0.17228998366539852
1.7242003605422775,0.1495448075442773
1.7559078426397163,0.11967995025504644
1.7876153247371551,0.1083703682225224
1.8193228068345937,0.08953156583965306
1.8510302889320323,0.0777494385968562
1.882737771029471,0.0645181727092222
1.9144452531269098,0.05276754848044333
1.9461527352243484,0.043915201541335804
1.977860217321787,0.036984538457337596
2.0095676994192258,0.032038565256483645
2.0412751815166645,0.02548593834070385
2.072982663614103,0.021390546518340756
2.1046901457115417,0.016381567289451178
2.1363976278089805,0.013735314111924255
2.168105109906419,0.012223169439051862
2.199812592003858,0.008978358995179847
2.2315200741012964,0.0076552324064166075
2.2632275561987347,0.005828057593362356
2.294935038296174,0.004284409906471786
2.3266425203936123,0.003780361682180988
2.358350002491051,0.003433828527981112
2.39005748458849,0.0025202411214539917
2.421764966685928,0.0022052109812722427
2.4534724487833675,0.001858677827072319
2.485179930880806,0.0012286175467088383
2.516887412978244,0.0011026054906361213
2.5485948950756834,0.0006930663083998478
2.5803023771731217,0.0006930663083998575
2.61200985927056,0.0004095391822362737
2.6437173413679993,0.0005040482242907984
2.6754248234654376,0.00031503014018174896
2.7071323055628764,0.0005670542523271561
2.738839787660315,0.0002835271261635741
2.7705472697577536,0.0001260120560726996
2.802254751855193,9.45090420545247e-05
2.833962233952631,6.300602803635068e-05
2.8656697160500695,0.0001260120560726996
2.8973771981475087,6.30060280363498e-05
2.929084680244947,9.45090420545247e-05
2.960792162342386,0.0
2.9924996444398246,3.15030140181749e-05
3.024207126537263,3.15030140181749e-05
3.0559146086347018,3.150301401817534e-05
3.0876220907321406,0.0
3.119329572829579,0.0
3.151037054927018,0.0
3.1827445370244565,3.150301401817534e-05
