h_single_phase,h_evaporation,h_condensation,h_supercritical,f_single_phase,f_evaporation,f_condensation,f_supercritical,beta,phi,gamma,eta_is,Q,T3_prime,T5_prime,log_A_evap,log_A_GasCooler,log_A_recup
0.6877431844718764,1.0070277922674766,0.9000368895574233,1.1359148589941017,0.9287936720261621,0.8625907063710093,1.0172986851277532,0.8300620266131616,58.33854675292969,1.2419998168945312,0.5823684692382813,0.6795333862304688,22260.055541992188,324.77216186523435,346.68988647460935,0.5214785462168824,0.29177839157029917,-0.7435576339939615
0.7097542521470892,0.8642580373445075,1.1138173468493375,1.0788200856381922,1.06559775170181,0.8156250302451643,0.9295697206924513,0.9866577412231904,37.94792175292969,1.1498123168945311,0.5089309692382813,0.7467208862304688,23431.930541992188,309.92841186523435,346.53363647460935,0.41450428883617824,1.1137728028665181,-0.47614209947597325
1.0099700131068052,1.071309088353328,0.9107889848003854,0.8739553681367188,0.8563168799201503,1.0417042516472124,1.1369299442177634,1.2709396355893936,52.94792175292969,1.2498123168945312,0.6089309692382814,0.6467208862304688,28431.930541992188,319.92841186523435,356.53363647460935,0.6679058345551839,1.2785905551371886,-0.5138220118356013
0.9110079984710036,1.2244848982479926,1.0097860236379732,0.9812913091778372,1.2098162361190592,1.1617145062048262,0.7778953374779696,1.0850140386406064,45.44792175292969,1.1998123168945312,0.5589309692382813,0.6967208862304688,25931.930541992188,314.92841186523435,361.53363647460935,0.5328782513349721,1.1536988225586207,-0.5003667661697144
0.9625788271162782,0.924662947601269,0.9623894033485185,1.0285097065884017,0.9187655326460507,1.323579006002263,0.9790051531228953,1.1488985689500444,41.69792175292969,1.2748123168945311,0.4839309692382813,0.6217208862304688,24681.930541992188,317.42841186523435,354.03363647460935,0.6265197864649942,0.75080997908592,-0.5446297395184402
1.1935191974106318,1.1304435154991053,1.1930979945202689,0.7844624490942002,1.1230883295373049,0.9941723906441112,1.2388479700216453,0.9379509589626105,56.69792175292969,1.174812316894531,0.5839309692382814,0.7217208862304688,29681.930541992188,327.42841186523435,344.03363647460935,0.7198612785624812,-0.41406312814489793,-0.551603651014251
1.058404736537347,0.7639041037204805,1.0582067387336438,1.140404301582294,1.0166000352871887,1.09397418476741,1.07623004805834,1.0339625561588626,34.19792175292969,1.1248123168945312,0.5339309692382813,0.6717208862304688,22181.930541992188,322.42841186523435,359.03363647460935,0.22888648651577767,1.0546163715506933,-1.0905670661096585
0.8454948134320952,1.0217888802078718,0.8451824182928129,0.9320901673062338,0.7441897251405571,0.8913862351218488,0.8706998953156955,0.7984809327640043,49.19792175292969,1.224812316894531,0.6339309692382813,0.5717208862304688,27181.930541992188,312.42841186523435,349.03363647460935,0.41320847883784617,0.0005884085190691524,-0.68641382185922
0.8811055900042294,0.9982128146790993,1.0335565339615231,0.6654867453739844,0.889942024672035,0.8580590613141466,0.902033911371733,1.0101827696488805,43.57292175292969,1.1373123168945312,0.6464309692382814,0.5842208862304688,27806.930541992188,321.17841186523435,345.28363647460935,0.3114438104001132,0.32286937118223347,-0.8982364217392629
1.084764894784511,1.388993672926334,0.7975005747337177,1.0048401821983628,1.0926305707159838,1.066818327312669,1.104427777313409,0.7111222821927352,58.57292175292969,1.237312316894531,0.5464309692382814,0.6842208862304688,22806.930541992188,311.17841186523435,355.28363647460935,0.505337651707454,0.6747748432940954,-0.5905071258732563
1.2698618115154705,0.8965714474453891,0.9375194732434105,0.9048220134265976,1.3130626812259132,0.9704848585735177,1.0025732679539943,1.1143459800716484,36.07292175292969,1.287312316894531,0.5964309692382813,0.7342208862304688,25306.930541992188,316.17841186523435,350.28363647460935,0.9259431239997142,0.7774523032773247,-0.21601593731633595
