log_A_evap_MT,cumulative probability
-1.0922783831630918,1.9967413181687485e-06
-1.0655572307424113,3.993482636337497e-06
-1.0388360783217307,3.993482636337497e-06
-1.01211492590105,1.397718922718124e-05
-0.9853937734803695,2.5957637136193735e-05
-0.9586726210596889,5.091690361330309e-05
-0.9319514686390082,9.284847129484682e-05
-0.9052303162183277,0.0001477588575444874
-0.8785091637976471,0.00022163828631673111
-0.8517880113769665,0.0003584150666112904
-0.825066858956286,0.0005511006038145746
-0.7983457065356053,0.0008366346123127057
-0.7716245541149247,0.0012250007986965273
-0.7449034016942441,0.001728179610875052
-0.7181822492735634,0.002392096099166161
-0.6914610968528829,0.003254688348615061
-0.6647399444322023,0.004413796683812019
-0.6380187920115217,0.005773577521484937
-0.6112976395908412,0.007445848375451264
-0.5845764871701605,0.009550413724801126
-0.5578553347494799,0.012184115523465705
-0.5311341823287994,0.015119325261173766
-0.5044130299081186,0.01849381808887895
-0.47769187748743813,0.022386465288648925
-0.45097072506675756,0.02690908437430114
-0.42424957264607693,0.03200277147694962
-0.39752842022539636,0.03787918117632025
-0.3708072678047158,0.044372583943005015
-0.34408611538403516,0.05142507427877704
-0.31736496296335454,0.05929622855499824
-0.29064381054267396,0.06785026836203316
-0.2639226581219934,0.07730683524488036
-0.23720150570131276,0.08739736749624613
-0.2104803532806322,0.09828360116290215
-0.18375920085995162,0.10992360467716687
-0.157038048439271,0.12227644484201783
-0.13031689601859037,0.13518338072266062
-0.10359574359790974,0.14901680457493371
-0.07687459117722917,0.16346622312386186
-0.05015343875654865,0.17863347017667167
-0.023432286335868024,0.1943108846362736
0.003288866084812603,0.21089382128366507
0.03001001850549312,0.22798892207916682
0.056731170926173746,0.2456500990383694
0.08345232334685437,0.26379947924986424
0.110173475767535,0.28250395354781
0.13689462818821563,0.3018933101178876
0.16361578060889614,0.32148733267307755
0.19033693302957677,0.341786204913581
0.2170580854502574,0.36257627551835403
0.24377923787093791,0.383827593367624
0.27050039029161854,0.4053914012331874
0.29722154271229917,0.42766205552538256
0.3239426951329797,0.45011341490687196
0.3506638475536603,0.47269356410338326
0.37738499997434094,0.49584877479952716
0.40410615239502146,0.5193294543305326
0.4308273048157021,0.5428660426184467
0.4575484572363827,0.5665593750998371
0.48426960965706334,0.5903595332417495
0.510990762077744,0.6141237500399349
0.5377119144984245,0.6378470336410978
0.5644330669191051,0.6615523465703972
0.5911542193397857,0.6850130586882209
0.6178753717604663,0.7079366473914572
0.6445965241811469,0.7304489073831508
0.6713176766018275,0.75223535190569
0.698038829022508,0.7735126273920963
0.7247599814431887,0.7940061819111212
0.7514811338638693,0.8136311539567427
0.7782022862845499,0.8323486070732565
0.8049234387052305,0.8502074614229578
0.831644591125911,0.8670519711830293
0.8583657435465917,0.8828112520366762
0.8850868959672723,0.8974773170186257
0.9118080483879529,0.9111340292642408
0.9385292008086334,0.9236695712597042
0.965250353229314,0.9350789511517204
0.9919715056499947,0.9454719897127887
1.0186926580706752,0.9547119101626146
1.0454138104913557,0.962714849365835
1.0721349629120365,0.9698591898022427
1.098856115332717,0.9761209705760199
1.1255772677533975,0.9812865403661224
1.1522984201740782,0.9857232995750933
1.1790195725947588,0.9892365659244112
1.2057407250154393,0.9922296811603462
1.23246187743612,0.9944939858151495
1.2591830298568005,0.9962371409859108
1.285904182277481,0.997517052170857
1.3126253346981618,0.9984435401424873
1.3393464871188425,0.9990505495032106
1.366067639539523,0.9994608798440943
1.3927887919602036,0.9997194578447971
1.4195099443808843,0.9998502444011371
1.4462310968015648,0.9999251222005685
1.4729522492222453,0.9999740423628637
1.499673401642926,0.99998901792275
1.5263945540636066,0.9999940097760454
1.553115706484287,0.9999999999999999
