log_A_evap_MT,cumulative probability
-1.931026591192432,1.9967413181687485e-06
-1.896333482080629,1.9967413181687485e-06
-1.8616403729688258,1.9967413181687485e-06
-1.8269472638570228,2.9951119772531227e-06
-1.7922541547452195,2.9951119772531227e-06
-1.7575610456334165,3.993482636337497e-06
-1.7228679365216135,5.9902239545062455e-06
-1.6881748274098105,1.2978818568096866e-05
-1.6534817182980073,1.4975559886265613e-05
-1.618788609186204,2.1964154499856232e-05
-1.584095500074401,3.1947861090699976e-05
-1.549402390962598,4.7921791636049964e-05
-1.514709281850795,7.587617009041245e-05
-1.480016172738992,0.00011481262579470304
-1.4453230636271888,0.00018969042522603113
-1.4106299545153855,0.00028553400849813107
-1.3759368454035825,0.0004552570205424747
-1.3412437362917795,0.0007447845116769433
-1.3065506271799765,0.0011750822657423086
-1.2718575180681735,0.0017960688156927894
-1.2371644089563703,0.00268861218491422
-1.202471299844567,0.00398250055908757
-1.167778190732764,0.005684722532826428
-1.133085081620961,0.008059846330788155
-1.098391972509158,0.011115858918245423
-1.063698863397355,0.014995527299447302
-1.0290057542855515,0.01974877000734801
-0.9943126451737485,0.02542750231621993
-0.9596195360619455,0.03223838695249353
-0.9249264269501425,0.04062370211814319
-0.8902333178383394,0.050063296699785945
-0.8555402087265362,0.06087764767898789
-0.8208470996147332,0.07326642918756589
-0.7861539905029301,0.08689718379604486
-0.751460881391127,0.10191367687933293
-0.716767772279324,0.11824801923261238
-0.6820746631675209,0.1362326682853583
-0.6473815540557177,0.15546627903261878
-0.6126884449439147,0.17593287754384845
-0.5779953358321116,0.19731398357879942
-0.5433022267203085,0.22017767004249067
-0.5086091176085055,0.24402574997603912
-0.47391600849670235,0.2688292706303313
-0.4392228993848992,0.2945982157119581
-0.4045297902730962,0.32125670905082904
-0.3698366811612931,0.34897247691767036
-0.33514357204948997,0.3777155681927095
-0.30045046293768696,0.40657946231749786
-0.26575735382588384,0.4365964745535287
-0.2310642447140807,0.46706674706878376
-0.1963711356022776,0.49838363790294243
-0.16167802649047447,0.5296605939107377
-0.12698491737867146,0.5615395674259609
-0.09229180826686834,0.5933246940992302
-0.057598699155065214,0.625116809367113
-0.022905590043262203,0.6568470256541326
0.01178751906854092,0.688007172294815
0.04648062818034404,0.7183137120219802
0.08117373729214705,0.7472454953515864
0.11586684640395006,0.775320676655698
0.15055995551575307,0.8020800054311366
0.1852530646275563,0.827170058464586
0.21994617373935954,0.8507336027602954
0.25463928285116255,0.872181599629405
0.28933239196296556,0.8919593223858665
0.3240255010747686,0.9097133478163639
0.3587186101865718,0.9254915977125334
0.39341171929837504,0.9392631225839433
0.42810482841017805,0.9514212804702727
0.46279793752198106,0.9617074933708191
0.4974910466337841,0.9703184403054218
0.5321841557455871,0.9773809143477846
0.5668772648573903,0.9832133957381556
0.6015703739691936,0.9877230360052397
0.6362634830809966,0.9912562697677393
0.6709565921927996,0.9939129340915628
0.7056497013046026,0.9958268106450275
0.7403428104164056,0.9972025654132458
0.7750359195282088,0.9981001006357627
0.8097290286400121,0.9987650154947129
0.8444221377518151,0.9991633653876876
0.8791152468636181,0.9994369189482767
0.9138083559754211,0.9996236142615255
0.9485014650872241,0.999737428516661
0.9831945741990273,0.9998282802466377
1.0178876833108306,0.9998801955209101
1.0525807924226336,0.9999131417526599
1.0872739015344366,0.999938101019137
1.1219670106462396,0.9999570700616597
1.1566601197580426,0.999973043992205
1.1913532288698458,0.9999820293281367
1.226046337981649,0.999985024440114
1.260739447093452,0.9999890179227503
1.295432556205255,0.9999910146640685
1.3301256653170581,0.9999940097760457
1.3648187744288611,0.9999970048880229
1.3995118835406644,0.9999970048880229
1.4342049926524676,0.9999980032586819
1.4688981017642706,0.999999001629341
1.5035912108760736,1.0
