h_single_phase,h_evaporation,h_condensation,h_supercritical,f_single_phase,f_evaporation,f_condensation,f_supercritical,beta,phi,gamma,eta_is,Q,T3_prime,T5_prime,log_A_evap,log_A_GasCooler
1.074507122951685,0.9304873460781308,1.219847315338233,0.9097440081655904,1.1107699869993115,1.0486125954092191,0.9281238643232064,1.054209340826262,57.22699421778279,1.2266807513020848,0.4955870325083883,0.7385819407825038,22848.40494377468,327.863009082212,344.9557954010881,0.6212487741070177,1.0463160691370137
0.9792603548243224,0.9301405369644616,0.9661335549270196,1.2778417276763403,1.0257052421784956,0.9422376579375524,0.9721511535004276,1.2307054849698953,37.478766874466245,1.2742921180375435,0.5354215577252514,0.6146405864041511,20368.86947354533,312.99110543023,359.85604991178474,0.3292355531936008,1.0213712102873918
1.097153280715104,1.036294340734905,1.0101292307031886,0.99797541628931,0.982652757641764,0.8984616999541062,0.8340497538990957,0.9946260941335072,42.31148769106889,1.2607344153798228,0.6136029531844986,0.6537581243486732,26095.643339798968,321.59271094811754,349.5656012994347,0.7023200521571814,1.1922301512658249
1.2284544784612037,0.7130079633013303,0.7862877720679815,0.841343360656615,0.9548344456616068,1.0917514433261302,0.8205690063878994,1.2346965483721009,52.66653415629146,1.1373140117772071,0.6221461166512687,0.6906037917790355,25026.79023228861,323.3823923065744,346.8803702079971,0.2833748128620587,1.4130718440427723
0.9648769937914996,0.741262325123045,0.9183425913212226,1.1233817368154784,0.7782217014448859,1.1546499283743927,1.1218788733591296,0.6070382343865384,36.86394496474868,1.2785117996979956,0.4513904261062382,0.6227259204758588,20514.787512499894,312.902750879848,343.96550283109525,0.3589853043601552,0.5815914621398232
0.964879456457623,0.915656870613854,1.0166383884564798,0.8168734525043466,0.8920233687407937,1.1396920178674297,1.2034360042856234,1.1232853756562835,32.30939729486379,1.20786844838313,0.5521494605155132,0.7443564165441922,22786.464642366114,322.7143269722372,354.96785886376483,0.3475891138153067,1.8967388649836097
1.2368819223261087,0.8480753319498364,0.8273509633866546,1.0313295392507134,0.9309041843560318,0.8741173715166042,0.98919848176295,1.0130570602357256,38.69254358741304,1.2614880310328125,0.5334822006297558,0.7424894589884222,29082.65885966654,315.50566265438505,356.70128723684564,0.7166206283828428,1.4757715423242084
1.1151152093729364,1.047137099889291,1.0563547027518507,0.7060494814180337,1.1585683339328374,0.9536181436223178,1.1505299346838036,0.95514889743012,34.83663861762013,1.2792182599846986,0.4944215620941461,0.6003564591650729,22395.61890666973,320.7961166118716,343.4817565785571,0.7066870306434381,1.4334287452378842
0.9295788421097572,0.8637963886718184,0.9099041965121792,0.8007720926652354,1.051542743435269,1.0496895147105345,1.0542454037571451,1.0137641164803253,57.8909295702772,1.163600694994373,0.4739730734667366,0.6494497011784771,21448.94872091223,320.82059421521785,353.3918611659856,0.1863986735437321,1.6120110584081997
1.0813840065378948,0.7881544447997063,0.9562459375310084,1.0295291853803683,0.7355439766955899,1.146331769068354,0.9032320368092314,0.7018646628098661,54.24361138693251,1.1220103849055352,0.5175230342807257,0.6101756619633539,24894.52760277563,318.86549368149514,347.67991550395874,0.0257248053601114,1.1134538859093814
