log_A_cond,probability density
0.05691545324351905,3.1318528369073816e-05
0.08880971216990627,0.0
0.12070397109629348,3.13185283690738e-05
0.1525982300226807,0.00012527411347629534
0.1844924889490679,0.00034450381205981215
0.2163867478754551,0.0005950520390124024
0.24828100680184234,0.0015346078900846164
0.28017526572822954,0.0030065787234310882
0.31206952465461674,0.0055433795213260684
0.34396378358100393,0.009865336436258258
0.3758580425073912,0.016567501507240026
0.4077523014337784,0.029126231383238662
0.4396465603601656,0.045098680851466316
0.4715408192865528,0.0739430454793832
0.50343507821294,0.10491707003639733
0.5353293371393273,0.15145640319284104
0.5672235960657144,0.21528356400901352
0.5991178549921017,0.292264506740197
0.6310121139184888,0.37168829468416825
0.6629063728448761,0.473379556298551
0.6948006317712633,0.5958663207499967
0.7266948906976505,0.7067339111765202
0.7585891496240378,0.8555282394579898
0.7904834085504249,0.9840594798846689
0.8223776674768122,1.0929853215523078
0.8542719264031993,1.213217151961182
0.8861661853295866,1.3266841802423366
0.9180604442559738,1.3941129718209477
0.949954703182361,1.4692148028499916
0.9818489621087483,1.5078305483290597
1.0137432210351354,1.5214227896412376
1.0456374799615227,1.510304712070211
1.07753173888791,1.4649554829917926
1.109425997814297,1.4173513198708203
1.1413202567406842,1.3428758594091432
1.1732145156670715,1.2513944380430788
1.2051087745934588,1.1518328363577934
1.2370030335198459,1.049483885647675
1.268897292446233,0.9419673777566304
1.3007915513726203,0.8353591071883034
1.3326858102990076,0.751519406744293
1.3645800692253949,0.6658319131265074
1.396474328151782,0.5914817267783347
1.428368587078169,0.5272161065649871
1.4602628460045564,0.4598186335147404
1.4921571049309437,0.4076106467234945
1.5240513638573308,0.3569685863507073
1.5559456227837178,0.3142187951269167
1.5878398817101051,0.2745069011549312
1.6197341406364925,0.2393048752680923
1.6516283995628798,0.20400889379614623
1.6835226584892669,0.1772002335122216
1.715416917415654,0.1548388042567005
1.7473111763420413,0.1310054041678354
1.7792054352684286,0.11042913102935395
1.8110996941948159,0.09508305212850782
1.842993953121203,0.08208586285534338
1.87488821204759,0.06814911773110442
1.9067824709739774,0.054087098493390315
1.9386767299003647,0.047416251950777616
1.9705709888267517,0.03946134574503344
2.002465247753139,0.03210149157830056
2.034359506679526,0.026244926773283783
2.0662537656059135,0.021922969858351606
2.0981480245323008,0.017663650000157582
2.130042283458688,0.014751026861833725
2.1619365423850754,0.011932359308617253
2.1938308013114622,0.009489514095829338
2.2257250602378496,0.007547765336946768
2.257619319164237,0.006201068617076598
2.2895135780906237,0.00466646072699205
2.321407837017011,0.003977453102872363
2.3533020959433983,0.0034450381205981097
2.3851963548697857,0.0027247119681094137
2.417090613796173,0.0022236155142042343
2.4489848727225603,0.0019104302305135237
2.480879131648947,0.0012527411347629488
2.5127733905753344,0.0011901040780248015
2.5446676495017218,0.000563733510643327
2.5765619084281086,0.0005010964539051866
2.608456167354496,0.0006576890957505482
2.6403504262808832,0.0005010964539051795
2.6722446852072705,0.00046977792553610587
2.704138944133658,0.0003758223404288847
2.736033203060045,0.00034450381205981573
2.767927461986432,9.395558510722117e-05
2.7998217209128193,0.0001565926418453686
2.8317159798392066,9.395558510722117e-05
2.863610238765594,9.395558510722117e-05
2.895504497691981,0.0
2.927398756618368,6.263705673814744e-05
2.9592930155447554,9.395558510722117e-05
2.9911872744711427,6.263705673814744e-05
3.02308153339753,0.0
3.054975792323917,3.131852836907372e-05
3.0868700512503042,0.0
3.1187643101766915,0.0
3.150658569103079,0.0
3.1825528280294657,0.0
3.214447086955853,3.131852836907372e-05
