name,First-order Sobol indices,Total-order Sobol indices  
beta,0.264171,0.403709  
phi,0.203799,0.292444  
h_evaporation,0.120065,0.196463  
Q,0.080890,0.105775  
T1_prime,0.006660,0.093722  
f_single_phase,0.006191,0.049415  
T4_prime,0.023773,0.048196  
h_single_phase,0.008697,0.047536  
f_condensation,0.002584,0.030889  
f_evaporation,0.000102,0.030492  
gamma,0.000858,0.023451  
eta_is,0.002005,0.021543  
h_condensation,0.000220,0.021391  
