log_A_cond,cumulative probability
0.05691545324351905,9.988812529966436e-07
0.08880971216990627,9.988812529966436e-07
0.12070397109629348,1.997762505993287e-06
0.1525982300226807,5.993287517979862e-06
0.1844924889490679,1.6980981300942943e-05
0.2163867478754551,3.5959725107879176e-05
0.24828100680184234,8.490490650471472e-05
0.28017526572822954,0.0001807975067923925
0.31206952465461674,0.00035759948857279843
0.34396378358100393,0.0006722470832667412
0.3758580425073912,0.0012006552661019657
0.4077523014337784,0.002129614831388844
0.4396465603601656,0.0035680038357040113
0.4715408192865528,0.005926362474029088
0.50343507821294,0.009272614671567845
0.5353293371393273,0.014103204411059615
0.5672235960657144,0.020969514144158544
0.5991178549921017,0.030291073997123226
0.6310121139184888,0.042145796707687394
0.6629063728448761,0.057243886846731665
0.6948006317712633,0.07624860156624581
0.7266948906976505,0.09878935592136807
0.7585891496240378,0.1260757951094774
0.7904834085504249,0.15746164295988493
0.8223776674768122,0.1923215998082148
0.8542719264031993,0.2310162617867988
0.8861661853295866,0.27332987054498964
0.9180604442559738,0.3177940706408822
0.949954703182361,0.36465358798146075
0.9818489621087483,0.4127447259069842
1.0137432210351354,0.46126937829630815
1.0456374799615227,0.5094394278408183
1.07753173888791,0.5561630973309893
1.109425997814297,0.6013684673166054
1.1413202567406842,0.6441984976825955
1.1732145156670715,0.6841107959085824
1.2051087745934588,0.720847650631293
1.2370030335198459,0.7543201614192105
1.268897292446233,0.7843635128655906
1.3007915513726203,0.8110066725267701
1.3326858102990076,0.8349758270736776
1.3645800692253949,0.8562120425123863
1.396474328151782,0.8750769138564809
1.428368587078169,0.8918920808694264
1.4602628460045564,0.9065576554259231
1.4921571049309437,0.9195580949336745
1.5240513638573308,0.9309433434553303
1.5559456227837178,0.9409651190666456
1.5878398817101051,0.9497203132491612
1.6197341406364925,0.9573527649033086
1.6516283995628798,0.9638594773853287
1.6835226584892669,0.9695111475147837
1.715416917415654,0.9744496164295992
1.7473111763420413,0.9786279367108841
1.7792054352684286,0.9821499920089503
1.8110996941948159,0.9851825954930481
1.842993953121203,0.9878006632571523
1.87488821204759,0.989974228863673
1.9067824709739774,0.9916992967875983
1.9386767299003647,0.9932116030046352
1.9705709888267517,0.9944701933834109
2.002465247753139,0.9954940466677324
2.034359506679526,0.9963311091577436
2.0662537656059135,0.9970303260348412
2.0981480245323008,0.9975936950615313
2.130042283458688,0.9980641681316927
2.1619365423850754,0.9984447418890845
2.1938308013114622,0.9987474029087425
2.2257250602378496,0.9989881332907147
2.257619319164237,0.999185911778808
2.2895135780906237,0.9993347450855045
2.321407837017011,0.999461603004635
2.3533020959433983,0.9995714799424646
2.3851963548697857,0.9996583826114753
2.417090613796173,0.9997293031804381
2.4489848727225603,0.9997902349368709
2.480879131648947,0.9998301901869908
2.5127733905753344,0.9998681476746047
2.5446676495017218,0.9998861275371587
2.5765619084281086,0.9999021096372066
2.608456167354496,0.9999230861435195
2.6403504262808832,0.9999390682435675
2.6722446852072705,0.9999540514623624
2.704138944133658,0.9999660380373984
2.736033203060045,0.9999770257311813
2.767927461986432,0.9999800223749403
2.7998217209128193,0.9999850167812053
2.8317159798392066,0.9999880134249644
2.863610238765594,0.9999910100687234
2.895504497691981,0.9999910100687234
2.927398756618368,0.9999930078312294
2.9592930155447554,0.9999960044749884
2.9911872744711427,0.9999980022374944
3.02308153339753,0.9999980022374944
3.054975792323917,0.9999990011187474
3.0868700512503042,0.9999990011187474
3.1187643101766915,0.9999990011187474
3.150658569103079,0.9999990011187474
3.1825528280294657,0.9999990011187474
3.214447086955853,1.0000000000000004
