log_A_GasCooler,cumulative probability
-4.552714485423712,2.9645147583426385e-06
-4.415289608482361,4.940857930571065e-06
-4.277864731541012,6.91720110279949e-06
-4.140439854599661,1.976343172228426e-05
-4.003014977658312,2.6680632825083746e-05
-3.865590100716962,4.6444064547368e-05
-3.728165223775612,6.027846675296697e-05
-3.590740346834262,8.695909957805073e-05
-3.453315469892912,0.00011265156081702025
-3.315890592951562,0.00018281174343112936
-3.178465716010212,0.000264829985078609
-3.0410408390688626,0.0003863750901706572
-2.9036159621275126,0.0005652341472573297
-2.7661910851861626,0.0007836200677885707
-2.6287662082448127,0.0010948941174145478
-2.4913413313034627,0.0015721809935077126
-2.3539164543621127,0.002210539838137494
-2.2164915774207627,0.003089024378193029
-2.0790667004794128,0.004257043192980029
-1.9416418235380628,0.005937923060960305
-1.804216946596713,0.00818403707619791
-1.6667920696553633,0.011207842129707402
-1.5293671927140133,0.015193138136506024
-1.3919423157726634,0.020539146417383917
-1.2545174388313134,0.027359506704744213
-1.1170925618899634,0.036211547773155335
-0.9796676849486134,0.04747670385485736
-0.8422428080072637,0.06152158660829867
-0.704817931065914,0.07864264750931352
-0.567393054124564,0.09938634544502307
-0.429968177183214,0.12410249315691177
-0.29254330024186403,0.1529659970157218
-0.15511842330051406,0.18579898613595264
-0.017693546359164092,0.2222486832613615
0.11973133058218588,0.2619129025563999
0.25715620752353585,0.3041592142059547
0.3945810844648858,0.3482119035149263
0.5320059614062358,0.3939098985147781
0.6694308383475858,0.44044685119124083
0.8068557152889357,0.4864837890451298
0.9442805922302853,0.5321027303180924
1.0817054691716348,0.57629376364912
1.2191303461129848,0.6187683429350672
1.3565552230543347,0.659413816615117
1.4939800999956847,0.6979001353795072
1.6314049769370347,0.7331106653359288
1.7688298538783847,0.7658053104341037
1.9062547308197346,0.7956471041631669
2.0436796077610846,0.8222961154974949
2.1811044847024346,0.8466980246449993
2.3185293616437845,0.8681640760101583
2.4559542385851345,0.8871577220668596
2.5933791155264845,0.9039852960067986
2.7308039924678345,0.9185776258189471
2.8682288694091844,0.931277607043687
3.005653746350534,0.9420575708766069
3.1430786232918835,0.9516023202268841
3.2805035002332334,0.9597488067828096
3.417928377174584,0.9666017767325117
3.555353254115934,0.9724043202861743
3.692778131057284,0.9773412255304009
3.830203007998634,0.9814075516072609
3.9676278849399838,0.9848118027214243
4.105052761881334,0.9875757186477858
4.242477638822683,0.9899414014249432
4.379902515764033,0.9918465962429714
4.517327392705383,0.9934098836922042
4.654752269646733,0.9947389744755278
4.792177146588083,0.9957686492682588
4.929602023529433,0.9966184768323171
5.067026900470783,0.9973092087710109
5.204451777412133,0.997863573030821
5.341876654353483,0.9983033093866418
5.4793015312948326,0.9986333586964039
5.6167264082361825,0.9989268456574798
5.7541512851775325,0.9991521487791138
5.8915761621188825,0.9993428658952339
6.029001039060232,0.9994861507752205
6.166425916001582,0.9995968259928653
6.303850792942932,0.9997015721809933
6.441275669884282,0.999750980760299
6.578700546825631,0.9998132355702242
6.716125423766981,0.9998557269484271
6.853550300708331,0.9998853720960105
6.990975177649681,0.9999061236993189
7.128400054591031,0.9999209462731106
7.265824931532381,0.9999387333616606
7.403249808473731,0.999950591420694
7.540674685415081,0.9999614613081412
7.678099562356431,0.9999703548524163
7.815524439297781,0.9999812247398635
7.952949316239131,0.999985177426208
8.09037419318048,0.9999901182841385
8.227799070121831,0.9999930827988969
8.365223947063182,0.9999950591420691
8.502648824004531,0.9999950591420691
8.64007370094588,0.9999980236568274
8.77749857788723,0.9999980236568274
8.91492345482858,0.9999980236568274
9.052348331769931,0.9999999999999997
