log_A_evap_MT,probability density
-2.145634150274777,0.00010326720782187378
-2.1073578530084185,0.00010326720782187258
-2.06908155574206,0.00015490081173281066
-2.0308052584757013,5.163360391093689e-05
-1.9925289612093429,0.00028398482151014955
-1.9542526639429842,0.00023235121759921602
-1.9159763666766256,0.000516336039109366
-1.8777000694102672,0.0007228704547531123
-1.8394237721439086,0.0007486872567085849
-1.80114747487755,0.0013682905036398198
-1.7628711776111916,0.0019620769486155903
-1.724594880344833,0.0025300465916359076
-1.6863185830784744,0.004466306738296015
-1.648042285812116,0.006273482875178795
-1.6097659885457574,0.008984247080503018
-1.5714896912793987,0.013786172244220069
-1.5332133940130404,0.01814921177469421
-1.4949370967466817,0.024861580283116115
-1.4566607994803231,0.0349301330457486
-1.4183845022139647,0.046005541084644504
-1.380108204947606,0.06314789758307582
-1.3418319076812475,0.08096149093234857
-1.303555610414889,0.10391262787075989
-1.2652793131485305,0.12663141359157273
-1.2270030158821719,0.15541714777191912
-1.1887267186158135,0.18820448625536387
-1.1504504213494546,0.21949445022539144
-1.1121741240830962,0.25566378976500403
-1.0738978268167378,0.2926334501652331
-1.035621529550379,0.326530911132763
-0.9973452322840206,0.36907700075537686
-0.9590689350176621,0.4084992573413748
-0.9207926377513035,0.4468113914432898
-0.882516340484945,0.48886696182875045
-0.8442400432185865,0.5240294460920955
-0.8059637459522279,0.5682278110398571
-0.7676874486858694,0.5945609490344383
-0.7294111514195109,0.634706076075188
-0.6911348541531522,0.6659960400452156
-0.6528585568867936,0.6925873460593479
-0.6145822596204351,0.7312092817847327
-0.5763059623540766,0.7453568892563252
-0.538029665087718,0.773910272219073
-0.4997533678213595,0.7919820335879054
-0.461477070555001,0.8197867292939403
-0.42320077328864236,0.828874243582265
-0.38492447602228386,0.8423764310049799
-0.34664817875592535,0.8496825859583725
-0.30837188148956673,0.8528838694008506
-0.27009558422320823,0.8606030931855406
-0.23181928695684972,0.8407499724817804
-0.1935429896904911,0.8326434966677634
-0.1552666924241326,0.8139263152500537
-0.11699039515777399,0.7865863219792034
-0.07871409789141537,0.7580845726203754
-0.040437800625056974,0.719591720904772
-0.002161503358698358,0.6878886881034487
0.03611479390766026,0.6466850721825291
0.07439109117401865,0.6008344319096172
0.11266738844037727,0.5540285699643465
0.1509436857067359,0.5064740207623799
0.18921998297309428,0.4524910878734954
0.2274962802394529,0.40671789800644514
0.2657725775058115,0.3621064642274004
0.3040488747721699,0.3108084787418846
0.3423251720385285,0.2693725116033546
0.38060146930488714,0.2241672913793325
0.41887776657124554,0.1847450347933322
0.45715406383760415,0.1535067044272136
0.49543036110396277,0.12167458761612278
0.5337066583703212,0.09575451845283246
0.5719829556366798,0.07171907583229051
0.6102592529030384,0.059507728507354765
0.6485355501693968,0.044379082561450255
0.6868118474357554,0.03547228588681323
0.725088144702114,0.026642939618043437
0.7633644419684724,0.02044690714873101
0.801640739234831,0.017039089290608975
0.8399170365011897,0.013269836205110781
0.8781933337675483,0.009371499109834936
0.9164696310339069,0.007719223784685065
0.9547459283002653,0.0058345972419358684
0.9930222255666239,0.004621207550028798
1.0312985228329825,0.0032529170463890243
1.069574820099341,0.0020653441564374756
1.1078511173656995,0.001755542532971834
1.1461274146320581,0.0014715577114617015
1.1844037118984165,0.001058488880174206
1.2226800091647752,0.0006970536527976399
1.2609563064311338,0.0004905192371539005
1.2992326036974922,0.00015490081173281066
1.3375089009638508,0.00041306883128749034
1.3757851982302094,0.0002839848215101529
1.4140614954965678,0.00012908400977734222
1.4523377927629264,0.00010326720782187258
1.490614090029285,7.745040586640533e-05
1.5288903872956434,7.745040586640533e-05
1.567166684562002,2.5816801955468146e-05
1.6054429818283606,2.5816801955468444e-05
1.6437192790947193,2.5816801955468146e-05
